,home_team_api_id,away_team_api_id,home_team_mean_rating,away_team_mean_rating,home_top_players,away_top_players,AVG_bet_H,AVG_bet_A_D,h_5_games_pts,a_5_games_pts,h_only_10_games_pts,a_only_10_games_pts,final_result
279,9984,9993,68.0,67.22727272727273,0,0,2.313333333333333,2.377083333333333,3,7,9,6,1
280,8342,10000,71.77272727272727,68.5909090909091,0,0,1.6733333333333331,1.7874999999999999,2,12,25,14,0
281,9985,1773,71.54545454545455,66.77272727272727,0,0,1.57,1.3645833333333337,9,15,19,12,1
282,9991,9987,69.81818181818181,70.22727272727273,0,0,2.166666666666667,1.8250000000000002,5,8,17,11,0
283,9993,8475,66.63636363636364,65.36363636363636,0,0,1.6416666666666666,2.2616666666666667,4,1,16,1,0
284,9986,9994,63.77272727272727,70.63636363636364,0,0,3.0116666666666667,1.4966666666666668,6,10,4,19,0
285,8571,9989,67.5,66.0909090909091,0,0,1.7216666666666667,2.475,10,4,16,11,1
286,8203,8635,67.77272727272727,73.4090909090909,0,0,5.133333333333334,3.625,6,9,14,14,0
287,9998,9984,66.36363636363636,68.0,0,0,1.8916666666666666,1.4041666666666668,7,6,15,8,1
288,8635,8342,74.0,71.68181818181819,0,0,1.59,2.4116666666666666,9,1,28,15,1
289,9987,9998,70.0,66.36363636363636,0,0,1.5733333333333335,1.375,8,10,20,7,1
290,10000,8203,68.5909090909091,67.0,0,0,1.7233333333333334,1.5616666666666668,12,6,21,10,0
291,1773,8571,67.0,67.5,0,0,2.4616666666666664,1.49875,12,10,15,13,0
292,9994,9985,70.63636363636364,70.86363636363636,0,0,2.5583333333333336,1.3525,13,12,19,10,1
293,9989,9993,65.4090909090909,66.95454545454545,0,0,2.2416666666666667,3.279166666666667,4,1,12,6,0
294,8475,9986,65.68181818181819,63.77272727272727,0,0,2.0916666666666663,3.03125,4,6,3,9,0
295,9984,9991,68.77272727272727,70.86363636363636,0,0,3.1999999999999997,2.8095833333333338,3,4,12,15,0
296,8635,8571,74.0,67.5,0,0,1.3016666666666665,1.3499999999999999,12,8,28,13,1
297,9986,8203,63.77272727272727,67.0,0,0,2.813333333333333,1.5050000000000001,7,7,4,11,0
298,10000,9985,67.72727272727273,71.54545454545455,0,0,2.3800000000000003,1.5241666666666667,10,9,19,10,0
299,1773,9998,67.0,65.72727272727273,0,0,2.1,1.3916666666666668,10,9,16,7,0
300,9994,9993,70.63636363636364,66.18181818181819,0,0,1.6050000000000002,1.73125,15,3,19,6,1
301,9989,9991,65.81818181818181,69.86363636363636,0,0,3.591666666666667,3.9895833333333335,3,4,9,13,1
302,8475,8342,66.0909090909091,71.5909090909091,0,0,4.716666666666667,1.33625,4,0,4,12,0
303,9984,9987,68.5,69.95454545454545,0,0,3.225,1.4416666666666664,4,10,10,14,1
304,8342,9986,71.18181818181819,65.36363636363636,0,0,1.335,1.3558333333333332,3,5,22,10,1
305,9985,9989,72.4090909090909,66.68181818181819,0,0,1.3800000000000001,1.8604166666666666,10,6,19,8,1
306,9987,1773,71.5909090909091,66.95454545454545,0,0,1.5333333333333334,1.2720833333333335,7,7,20,12,0
307,9991,10000,70.13636363636364,70.27272727272727,0,0,1.9116666666666664,1.3625,4,11,17,16,0
308,9993,8635,66.4090909090909,75.5909090909091,0,0,5.5,1.8062500000000001,3,12,15,14,0
309,8571,9984,67.77272727272727,67.5,0,0,1.8699999999999999,2.634583333333333,5,7,18,7,1
310,8203,8475,68.22727272727273,65.72727272727273,0,0,1.5783333333333334,1.5095833333333333,5,4,11,4,0
311,9998,9994,65.86363636363636,70.54545454545455,0,0,2.441666666666667,1.5041666666666664,9,15,17,19,0
312,8342,8203,71.0,67.27272727272727,0,0,1.515,1.5833333333333333,6,2,22,12,0
313,8635,9984,75.54545454545455,67.63636363636364,0,0,1.265,1.3812499999999999,15,7,28,4,1
314,9986,8571,64.54545454545455,68.22727272727273,0,0,2.918333333333333,1.46875,2,7,5,13,1
315,10000,9993,69.77272727272727,65.63636363636364,0,0,1.53,1.3875,11,3,17,6,0
316,1773,9991,67.13636363636364,70.54545454545455,0,0,3.2416666666666667,1.6708333333333332,5,1,16,12,0
317,9994,9987,71.18181818181819,71.68181818181819,0,0,2.266666666666667,1.3791666666666664,15,7,19,11,0
318,9989,9998,66.27272727272727,65.5909090909091,0,0,2.441666666666667,2.8625000000000003,6,9,11,9,0
319,8475,9985,65.9090909090909,71.68181818181819,0,0,4.266666666666667,1.4458333333333335,7,10,4,11,0
320,9985,9986,72.36363636363636,65.13636363636364,0,0,1.3283333333333334,1.79375,10,5,19,10,1
321,9987,9989,71.9090909090909,65.95454545454545,0,0,1.3633333333333333,1.5345833333333332,10,3,21,7,1
322,9991,8475,70.5,66.0909090909091,0,0,1.4066666666666665,1.4716666666666665,2,7,14,7,0
323,9993,8342,65.9090909090909,71.86363636363636,0,0,4.116666666666666,1.9262500000000002,4,7,12,12,0
324,8571,10000,68.04545454545455,69.9090909090909,0,0,2.391666666666667,2.43875,7,9,21,19,0
325,8203,9994,67.31818181818181,70.5,0,0,2.3666666666666667,4.841666666666667,3,12,10,19,1
326,9998,8635,65.9090909090909,75.45454545454545,0,0,4.658333333333333,3.797916666666667,9,15,16,16,0
327,9984,1773,67.63636363636364,67.0,0,0,1.9833333333333334,1.4708333333333334,4,3,10,10,0
328,8635,9993,72.9090909090909,67.18181818181819,0,0,1.24,1.9979166666666666,9,4,28,7,1
329,9986,8342,62.63636363636363,71.77272727272727,0,0,5.316666666666666,1.4854166666666666,0,12,0,13,0
330,10000,9991,69.95454545454545,71.18181818181819,0,0,2.6449999999999996,1.32625,6,12,16,15,1
331,1773,9987,65.81818181818181,71.31818181818181,0,0,3.6,2.7895833333333333,1,7,10,8,0
332,9994,9998,70.18181818181819,66.31818181818181,0,0,1.8133333333333335,2.9875000000000003,11,7,15,8,0
333,9989,9985,65.27272727272727,71.81818181818181,0,0,4.555,1.4383333333333332,3,7,16,15,0
334,8475,8203,64.36363636363636,69.31818181818181,0,0,3.1466666666666665,1.4266666666666667,0,6,0,9,0
335,9984,8571,68.0,67.86363636363636,0,0,1.875,2.0033333333333334,4,7,12,15,0
336,8342,9998,72.31818181818181,66.22727272727273,0,0,1.4449999999999996,1.5374999999999999,10,6,20,12,1
338,9986,9993,65.0909090909091,66.81818181818181,0,0,2.405,2.0033333333333334,5,4,8,7,1
339,10000,9987,69.86363636363636,71.22727272727273,0,0,2.4133333333333336,2.4104166666666664,9,10,15,14,1
340,9994,9991,70.5909090909091,70.68181818181819,0,0,2.2000000000000006,1.5062499999999999,9,2,18,10,0
341,8203,9985,67.31818181818181,72.36363636363636,0,0,3.0666666666666664,2.452083333333334,6,10,13,11,0
342,9989,9984,66.13636363636364,67.18181818181819,0,0,2.4983333333333335,1.4554166666666666,3,5,10,1,0
343,8475,8571,66.18181818181819,68.0909090909091,0,0,2.9533333333333336,1.5770833333333334,7,4,4,13,1
344,9985,8342,72.86363636363636,72.45454545454545,0,0,2.0749999999999997,2.2270833333333333,13,13,22,15,0
345,9987,8635,71.36363636363636,74.18181818181819,0,0,3.333333333333334,1.5820833333333333,7,15,21,18,0
346,9991,9986,70.13636363636364,64.95454545454545,0,0,1.4000000000000001,2.6991666666666667,2,7,11,10,0
347,9993,8203,66.77272727272727,67.77272727272727,0,0,2.625,1.7562499999999999,1,5,11,10,0
348,1773,9989,67.72727272727273,66.13636363636364,0,0,1.9066666666666663,1.6500000000000001,4,4,16,6,0
349,8571,9994,68.04545454545455,70.5909090909091,0,0,2.2833333333333337,1.9520833333333332,3,7,18,18,0
350,9998,10000,66.0909090909091,69.81818181818181,0,0,2.5283333333333338,1.3929166666666666,6,11,16,22,0
351,9984,8475,67.72727272727273,65.9090909090909,0,0,1.7883333333333333,2.811666666666667,5,9,11,10,0
352,8342,8571,72.13636363636364,66.95454545454545,0,0,1.51,2.7449999999999997,13,3,20,10,0
353,8635,9989,74.36363636363636,65.95454545454545,0,0,1.1683333333333332,1.3279166666666666,15,2,28,7,1
354,9985,9993,72.72727272727273,66.31818181818181,0,0,1.26,1.5583333333333333,12,1,21,7,1
355,9986,9998,65.0909090909091,66.0909090909091,0,0,2.5116666666666667,1.4604166666666665,9,4,11,11,0
357,9994,9984,69.0,67.72727272727273,0,0,1.7166666666666668,1.3675,7,3,16,2,1
358,8203,9991,67.81818181818181,70.22727272727273,0,0,2.4583333333333335,4.529166666666667,7,2,13,11,1
359,8475,9987,66.18181818181819,71.54545454545455,0,0,3.9083333333333337,2.0770833333333334,10,7,7,14,0
360,8635,10000,75.04545454545455,69.27272727272727,0,0,1.4266666666666665,2.580416666666667,11,13,26,26,0
361,9987,9986,71.31818181818181,65.77272727272727,0,0,1.3583333333333334,1.6749999999999998,7,9,18,13,1
362,9991,9985,70.0909090909091,72.22727272727273,0,0,2.6200000000000006,1.446666666666667,2,12,8,13,0
363,1773,9994,67.13636363636364,68.68181818181819,0,0,2.67,1.48625,4,7,16,18,0
364,8571,9993,67.45454545454545,67.81818181818181,0,0,1.721666666666667,1.33375,1,1,15,7,1
366,9998,8203,65.95454545454545,67.45454545454545,0,0,2.283333333333333,1.7645833333333334,7,10,17,13,0
367,9984,8342,66.9090909090909,72.18181818181819,0,0,4.866666666666667,2.3720833333333338,0,6,12,12,0
368,8342,9991,71.81818181818181,70.54545454545455,0,0,1.7249999999999999,1.7687499999999998,11,2,18,11,0
369,9985,8571,71.54545454545455,67.45454545454545,0,0,1.545,2.091666666666667,10,4,21,11,1
371,9986,9984,65.22727272727273,66.27272727272727,0,0,2.4,1.8387499999999999,3,1,14,1,1
372,10000,9989,70.27272727272727,65.86363636363636,0,0,1.5216666666666667,1.5145833333333332,11,2,15,7,1
374,8203,9987,67.63636363636364,71.4090909090909,0,0,2.598333333333334,1.6145833333333333,12,7,13,14,1
375,8475,1773,66.27272727272727,67.0,0,0,2.2466666666666666,1.4666666666666668,8,4,8,11,1
376,8635,9985,74.9090909090909,72.54545454545455,0,0,1.5933333333333335,3.53125,15,10,28,11,0
377,9987,8342,71.45454545454545,72.45454545454545,0,0,2.191666666666667,1.9304166666666667,4,11,20,15,1
378,9991,9993,70.22727272727273,67.77272727272727,0,0,1.4316666666666666,3.1875,3,0,8,7,1
379,1773,9986,67.5,65.81818181818181,0,0,1.93,1.4375,3,6,13,10,1
380,8571,8203,67.81818181818181,67.45454545454545,0,0,2.066666666666667,2.4458333333333333,4,12,17,15,1
382,9998,8475,65.31818181818181,66.13636363636364,0,0,1.7449999999999999,2.183333333333333,4,11,14,11,1
383,9984,10000,66.22727272727273,69.45454545454545,0,0,2.8833333333333333,1.3350000000000002,3,11,12,23,0
384,8342,1773,72.22727272727273,67.5909090909091,0,0,1.4000000000000001,2.0095833333333335,8,5,16,11,1
385,9985,9998,71.72727272727273,65.0909090909091,0,0,1.428333333333333,1.3358333333333334,8,7,24,13,0
386,9993,9987,67.45454545454545,71.45454545454545,0,0,3.641666666666667,1.6083333333333334,0,7,11,13,0
387,9986,9989,65.27272727272727,65.77272727272727,0,0,2.25,1.6354166666666667,6,2,11,6,1
389,8571,9991,67.81818181818181,70.22727272727273,0,0,2.5066666666666664,3.0066666666666664,7,5,20,9,1
390,8203,9984,67.5909090909091,66.81818181818181,0,0,1.8583333333333334,3.7708333333333335,12,3,15,2,1
391,8475,8635,66.27272727272727,74.0,0,0,6.083333333333333,1.3420833333333333,8,13,10,20,0
392,8635,9986,75.45454545454545,65.86363636363636,0,0,1.19,1.7374999999999998,13,6,26,10,1
393,9987,8571,71.4090909090909,67.77272727272727,0,0,1.6600000000000001,1.46125,10,10,20,8,1
394,10000,8475,70.04545454545455,66.22727272727273,0,0,1.4749999999999999,1.7479166666666666,13,5,15,11,1
395,1773,9993,67.31818181818181,67.68181818181819,0,0,2.0333333333333337,1.3429166666666665,4,0,15,7,0
397,9989,8203,66.0,67.22727272727273,0,0,2.6033333333333335,2.1395833333333334,2,12,10,15,0
398,9998,9991,64.77272727272727,69.77272727272727,0,0,2.4583333333333335,1.8983333333333334,10,5,14,8,0
399,9984,9985,67.13636363636364,71.86363636363636,0,0,3.716666666666667,1.3545833333333335,2,8,12,12,0
400,8342,8635,72.18181818181819,75.22727272727273,0,0,2.8866666666666667,2.3916666666666666,8,13,16,20,0
401,9985,9987,71.22727272727273,71.5,0,0,1.92,1.9283333333333335,8,12,21,15,0
402,9991,9984,70.27272727272727,66.81818181818181,0,0,1.5300000000000002,1.8875,8,0,8,1,1
405,8571,9998,67.22727272727273,65.18181818181819,0,0,1.92,1.9616666666666662,9,9,20,16,0
406,8203,1773,68.0,67.0909090909091,0,0,1.6616666666666668,1.7999999999999998,12,4,18,11,0
408,8635,8203,74.27272727272727,67.63636363636364,0,0,1.3016666666666667,1.8366666666666667,8,9,25,15,1
409,9987,9991,71.54545454545455,69.72727272727273,0,0,1.846666666666667,3.127083333333333,10,10,22,8,1
410,10000,8342,70.63636363636364,72.45454545454545,0,0,2.3783333333333334,2.841666666666667,13,8,18,14,0
411,1773,9985,67.36363636363636,72.22727272727273,0,0,3.6999999999999993,1.3625,7,8,16,15,0
414,8475,9993,66.0909090909091,66.72727272727273,0,0,2.141666666666666,1.3179166666666668,4,1,10,5,1
415,9984,9998,66.45454545454545,65.22727272727273,0,0,2.5383333333333336,2.23125,0,9,12,16,0
416,9985,8475,71.72727272727273,64.31818181818181,0,0,1.2899999999999998,1.53625,7,1,18,0,1
417,9987,9994,71.22727272727273,70.18181818181819,0,0,1.7750000000000001,2.9075,5,11,23,16,1
418,9991,1773,70.0909090909091,65.68181818181819,0,0,1.3316666666666668,1.8416666666666668,9,2,22,6,0
419,9993,10000,67.86363636363636,69.5,0,0,2.655,1.6500000000000001,4,9,14,5,0
420,8571,9986,67.95454545454545,62.86363636363637,0,0,1.5116666666666667,1.34875,10,0,15,0,0
421,8203,8342,69.22727272727273,72.63636363636364,0,0,2.8016666666666663,1.3233333333333335,4,15,17,15,0
422,9998,9989,66.31818181818181,65.77272727272727,0,0,1.6216666666666668,2.308333333333333,8,3,15,6,0
423,9984,8635,67.9090909090909,73.54545454545455,0,0,3.6750000000000003,1.825,1,11,11,14,0
425,9985,9994,71.22727272727273,69.72727272727273,0,0,1.71,2.8783333333333334,8,10,22,21,0
426,9991,8635,70.63636363636364,74.36363636363636,0,0,3.7583333333333333,2.19375,9,10,11,20,0
427,9993,9984,65.22727272727273,64.13636363636364,0,0,2.1500000000000004,1.5845833333333335,1,0,10,1,1
428,9986,8475,65.81818181818181,66.5,0,0,2.1,1.7437499999999997,6,6,16,11,1
431,9998,9987,65.36363636363636,71.4090909090909,0,0,2.8666666666666667,1.7791666666666668,12,13,13,13,0
432,8342,9993,72.45454545454545,67.86363636363636,0,0,1.3733333333333333,3.1604166666666664,13,2,27,6,1
433,8635,9998,73.54545454545455,66.31818181818181,0,0,1.2583333333333333,1.3158333333333332,11,9,28,9,1
434,9986,9985,63.18181818181818,71.68181818181819,0,0,4.183333333333333,1.3291666666666664,3,10,0,15,0
435,10000,8571,68.95454545454545,67.77272727272727,0,0,1.9616666666666667,1.5041666666666667,10,7,18,15,1
436,1773,9984,65.5909090909091,68.27272727272727,0,0,2.5500000000000003,1.4345833333333333,3,1,10,11,1
437,9994,8203,70.86363636363636,69.22727272727273,0,0,1.9383333333333332,4.4375,8,5,16,9,1
438,9989,9987,65.77272727272727,71.22727272727273,0,0,3.4166666666666665,1.8458333333333334,3,8,14,6,0
439,8475,9991,64.36363636363636,71.27272727272727,0,0,4.443333333333333,1.8208333333333335,1,7,1,14,0
442,9991,9994,71.31818181818181,70.86363636363636,0,0,1.67,1.5333333333333334,7,10,20,13,1
443,9993,9986,67.86363636363636,63.0,0,0,1.8050000000000004,1.8625,1,3,14,3,1
444,1773,8635,65.68181818181819,71.86363636363636,0,0,5.283333333333334,1.3604166666666666,5,13,12,17,0
445,8571,8475,67.36363636363636,64.68181818181819,0,0,1.5283333333333333,1.4179166666666665,7,1,12,0,1
447,9984,9989,68.5,66.04545454545455,0,0,1.8016666666666667,2.220833333333333,1,3,10,7,0
448,8342,9985,72.13636363636364,71.72727272727273,0,0,1.8283333333333334,1.9020833333333336,13,10,27,15,1
449,8635,9987,73.4090909090909,69.31818181818181,0,0,1.5350000000000001,2.2729166666666667,11,9,28,7,0
450,9986,9991,62.90909090909091,71.63636363636364,0,0,4.005,1.8729166666666668,3,10,0,14,0
451,10000,9998,68.4090909090909,66.22727272727273,0,0,1.7483333333333333,1.4395833333333332,10,8,20,9,0
452,9994,8571,71.04545454545455,68.0909090909091,0,0,1.8883333333333334,1.89375,7,7,19,14,0
453,8203,9993,69.36363636363636,67.9090909090909,0,0,1.7966666666666669,1.3520833333333335,5,4,18,6,0
454,9989,1773,65.72727272727273,65.81818181818181,0,0,1.8516666666666666,1.6770833333333333,6,6,15,7,0
456,9987,8475,70.45454545454545,64.22727272727273,0,0,1.3499999999999999,2.1770833333333335,7,1,23,0,0
457,9991,8203,71.27272727272727,68.04545454545455,0,0,1.4066666666666665,1.6291666666666664,8,5,20,9,0
458,9993,9985,67.9090909090909,70.54545454545455,0,0,3.1666666666666665,2.1062499999999997,7,7,16,14,1
459,1773,10000,65.9090909090909,68.0909090909091,0,0,2.658333333333333,1.3854166666666667,7,10,10,6,0
460,8571,8342,67.77272727272727,72.04545454545455,0,0,3.141666666666667,1.4270833333333333,9,13,15,16,0
461,9989,8635,65.36363636363636,72.45454545454545,0,0,4.841666666666667,1.5999999999999999,7,11,15,15,0
462,9998,9986,66.22727272727273,64.18181818181819,0,0,1.6049999999999998,1.3645833333333333,8,4,13,3,0
463,9984,9994,67.5909090909091,70.95454545454545,0,0,2.3,2.405416666666667,1,4,7,12,0
464,8342,9984,71.77272727272727,66.54545454545455,0,0,1.3783333333333332,2.75125,11,0,27,11,1
465,9985,9991,71.0909090909091,71.22727272727273,0,0,1.89,1.7437499999999997,7,8,18,14,0
466,9993,8571,66.95454545454545,67.5,0,0,2.083333333333333,1.3379166666666666,10,7,19,14,1
467,9986,9987,64.18181818181819,70.5909090909091,0,0,3.5,1.3275,7,7,1,8,0
468,10000,8635,68.95454545454545,73.68181818181819,0,0,3.6750000000000003,1.66875,10,9,20,16,0
469,9994,1773,71.0,65.31818181818181,0,0,1.571666666666667,1.3283333333333334,6,6,19,8,0
470,8203,9998,68.04545454545455,66.68181818181819,0,0,1.8633333333333333,2.2229166666666664,5,5,15,9,1
471,8475,9989,64.5,65.4090909090909,0,0,2.391666666666667,1.3108333333333333,2,7,1,10,0
472,8635,9994,73.68181818181819,71.0,0,0,1.3933333333333333,1.48125,9,7,28,14,1
473,9987,8203,70.45454545454545,68.04545454545455,0,0,1.6083333333333332,1.3170833333333334,9,7,23,12,1
474,9991,8342,71.18181818181819,72.04545454545455,0,0,2.2883333333333336,1.9504166666666667,10,11,17,17,0
475,1773,8475,66.0909090909091,64.54545454545455,0,0,1.9616666666666667,1.3833333333333335,6,2,10,1,1
476,8571,9985,67.72727272727273,71.81818181818181,0,0,2.766666666666667,1.39375,7,6,13,14,1
477,9989,10000,65.9090909090909,68.54545454545455,0,0,2.4633333333333334,3.5395833333333333,7,7,13,9,0
479,9984,9986,66.54545454545455,64.4090909090909,0,0,1.9166666666666667,1.4658333333333333,0,4,6,6,1
492,9985,9986,71.95454545454545,67.22727272727273,0,0,1.3416666666666668,1.4354166666666668,7,9,19,7,1
493,8475,8342,66.31818181818181,73.0,0,0,4.121666666666667,1.7833333333333334,3,10,12,16,0
494,9984,9991,65.5,69.22727272727273,0,0,3.591666666666667,1.4825000000000002,0,7,9,7,0
495,9989,8573,66.81818181818181,67.36363636363636,0,0,2.3799999999999994,1.3191666666666666,1,0,9,0,1
497,8203,9987,67.45454545454545,71.77272727272727,0,0,2.63,1.8833333333333335,6,13,15,15,1
498,8635,274581,74.72727272727273,65.72727272727273,1,0,1.2066666666666668,2.0325,8,0,25,0,1
499,10000,8571,69.36363636363636,67.22727272727273,0,0,1.8366666666666667,1.4270833333333333,12,6,18,8,1
500,8342,9985,73.68181818181819,72.13636363636364,0,0,1.9233333333333331,1.34375,6,5,18,21,1
501,8635,9987,75.72727272727273,70.4090909090909,1,0,1.555,2.62625,11,9,25,13,0
502,9986,8571,66.9090909090909,67.36363636363636,0,0,2.016666666666667,1.7625000000000002,10,6,22,7,0
503,274581,8203,64.68181818181819,68.0,0,0,2.3466666666666662,1.5979166666666667,5,9,6,11,0
504,9994,8573,71.45454545454545,67.5,0,0,1.8466666666666667,3.0979166666666664,8,8,18,9,1
505,9989,10000,67.27272727272727,68.54545454545455,0,0,3.2249999999999996,1.47375,2,2,12,20,1
506,10001,9991,65.5909090909091,69.0,0,0,2.8083333333333336,1.6833333333333333,8,7,9,12,0
507,8475,9984,67.22727272727273,66.0909090909091,0,0,2.0250000000000004,1.4937499999999997,6,7,14,3,1
508,9985,10000,72.63636363636364,69.0909090909091,0,0,1.6133333333333335,1.4116666666666664,5,1,12,17,0
509,9987,10001,71.0,65.86363636363636,0,0,1.8,1.6708333333333334,7,8,19,11,1
510,9991,9986,70.45454545454545,66.13636363636364,0,0,1.59,1.4454166666666666,5,7,15,7,0
511,8573,274581,68.13636363636364,64.9090909090909,0,0,1.83,1.4679166666666668,5,5,5,2,0
512,9994,8342,71.22727272727273,73.36363636363636,0,0,2.7116666666666664,3.8666666666666667,10,9,21,18,0
513,8571,8475,67.31818181818181,67.22727272727273,0,0,1.8216666666666665,2.3783333333333334,9,9,13,8,1
514,8203,8635,67.86363636363636,75.77272727272727,0,1,3.391666666666667,2.0166666666666666,10,9,21,20,0
515,9984,9989,66.5909090909091,67.5,0,0,2.058333333333333,1.3416666666666668,6,5,8,2,0
516,8342,9991,73.22727272727273,70.0,0,0,1.8016666666666667,1.5520833333333333,11,6,20,12,0
517,8635,9985,75.13636363636364,71.04545454545455,1,0,1.625,1.7770833333333333,9,4,23,20,0
518,9986,8573,66.13636363636364,67.4090909090909,0,0,2.125,1.3708333333333333,5,5,19,9,1
519,10000,9984,69.0,66.63636363636364,0,0,1.6666666666666667,2.7525,3,3,15,3,0
520,274581,9994,65.0,71.0909090909091,0,0,3.0416666666666665,1.7270833333333335,3,7,7,20,0
521,9989,8203,67.5,67.81818181818181,0,0,2.7033333333333336,2.220833333333333,8,8,12,11,0
522,10001,8571,65.54545454545455,66.54545454545455,0,0,2.191666666666667,2.1458333333333335,7,9,10,10,1
523,8475,9987,66.86363636363636,71.0,0,0,3.216666666666667,1.43625,6,9,17,14,0
524,9987,9989,71.0909090909091,67.45454545454545,0,0,1.5216666666666667,1.3420833333333333,11,7,22,5,1
